platform,modality,model,configuration,run_number,total_energy_j,avg_power_w,peak_power_w,generation_time_s
NVIDIA H100,video,AnimateDiff-v1.5,256x256_frames=6_steps=30,1,440.31,337.65,343.78,1.3
NVIDIA H100,video,AnimateDiff-v1.5,256x256_frames=6_steps=30,2,429.42,329.23,343.98,1.34
NVIDIA H100,video,AnimateDiff-v1.5,256x256_frames=6_steps=30,3,426.33,327.26,334.83,1.34
NVIDIA H100,video,AnimateDiff-v1.5,256x256_frames=6_steps=30,4,440.37,325.2,334.62,1.39
NVIDIA H100,video,AnimateDiff-v1.5,256x256_frames=6_steps=30,5,440.01,324.78,328.3,1.38
NVIDIA H100,video,AnimateDiff-v1.5,256x256_frames=6_steps=30,6,437.34,322.89,336.4,1.37
NVIDIA H100,video,AnimateDiff-v1.5,256x256_frames=6_steps=30,7,437.35,322.86,334.61,1.39
NVIDIA H100,video,AnimateDiff-v1.5,256x256_frames=6_steps=30,8,443.24,327.4,336.48,1.36
NVIDIA H100,video,AnimateDiff-v1.5,256x256_frames=6_steps=30,9,426.46,326.88,336.48,1.35
NVIDIA H100,video,AnimateDiff-v1.5,256x256_frames=6_steps=30,10,432.33,330.86,332.89,1.35
NVIDIA H100,video,AnimateDiff-v1.5,256x256_frames=6_steps=30,11,429.46,329.29,335.47,1.35
NVIDIA H100,video,AnimateDiff-v1.5,256x256_frames=6_steps=30,12,433.84,333.04,339.33,1.32
NVIDIA H100,video,AnimateDiff-v1.5,256x256_frames=6_steps=30,13,416.47,332.04,346.74,1.3
NVIDIA H100,video,AnimateDiff-v1.5,256x256_frames=6_steps=30,14,438.13,335.26,338.18,1.33
NVIDIA H100,video,AnimateDiff-v1.5,256x256_frames=6_steps=30,15,426.99,327.96,339.92,1.36
NVIDIA H100,video,AnimateDiff-v1.5,256x256_frames=6_steps=30,16,428.52,328.9,338.28,1.34
NVIDIA H100,video,AnimateDiff-v1.5,256x256_frames=6_steps=30,17,434.4,333.12,340.28,1.32
NVIDIA H100,video,AnimateDiff-v1.5,256x256_frames=6_steps=30,18,433.29,331.82,339.47,1.32
NVIDIA H100,video,AnimateDiff-v1.5,256x256_frames=6_steps=30,19,436.72,322.94,342.21,1.38
NVIDIA H100,video,AnimateDiff-v1.5,256x256_frames=6_steps=30,20,439.06,324.4,332.89,1.39
NVIDIA H100,video,AnimateDiff-v1.5,256x256_frames=6_steps=30,21,427.6,328.23,335.17,1.34
NVIDIA H100,video,AnimateDiff-v1.5,256x256_frames=6_steps=30,22,428.52,328.85,339.29,1.35
NVIDIA H100,video,AnimateDiff-v1.5,256x256_frames=6_steps=30,23,442.99,326.78,331.93,1.38
NVIDIA H100,video,AnimateDiff-v1.5,256x256_frames=6_steps=30,24,446.48,317.7,330.25,1.41
NVIDIA H100,video,AnimateDiff-v1.5,256x256_frames=6_steps=30,25,440.94,314.1,332.92,1.42
NVIDIA H100,video,AnimateDiff-v1.5,256x256_frames=6_steps=30,26,430.6,318.1,330.09,1.39
NVIDIA H100,video,AnimateDiff-v1.5,256x256_frames=6_steps=30,27,449.59,319.95,330.52,1.45
NVIDIA H100,video,AnimateDiff-v1.5,256x256_frames=6_steps=30,28,446.69,318.05,323.78,1.42
NVIDIA H100,video,AnimateDiff-v1.5,256x256_frames=6_steps=30,29,436.79,322.84,338.05,1.38
NVIDIA H100,video,AnimateDiff-v1.5,256x256_frames=6_steps=30,30,445.43,328.98,339.28,1.36
NVIDIA H100,video,AnimateDiff-v1.5,256x256_frames=8_steps=10,1,157.44,314.67,347.6,0.52
NVIDIA H100,video,AnimateDiff-v1.5,256x256_frames=8_steps=10,2,174.9,348.49,359.34,0.53
NVIDIA H100,video,AnimateDiff-v1.5,256x256_frames=8_steps=10,3,173.55,346.41,359.34,0.52
NVIDIA H100,video,AnimateDiff-v1.5,256x256_frames=8_steps=10,4,174.91,348.61,362.69,0.51
NVIDIA H100,video,AnimateDiff-v1.5,256x256_frames=8_steps=10,5,159.09,352.57,362.69,0.5
NVIDIA H100,video,AnimateDiff-v1.5,256x256_frames=8_steps=10,6,164.14,362.4,364.74,0.5
NVIDIA H100,video,AnimateDiff-v1.5,256x256_frames=8_steps=10,7,169.48,374.5,378.66,0.5
NVIDIA H100,video,AnimateDiff-v1.5,256x256_frames=8_steps=10,8,170.65,376.79,378.29,0.5
NVIDIA H100,video,AnimateDiff-v1.5,256x256_frames=8_steps=10,9,168.31,372.95,378.09,0.5
NVIDIA H100,video,AnimateDiff-v1.5,256x256_frames=8_steps=10,10,182.87,364.02,369.74,0.52
NVIDIA H100,video,AnimateDiff-v1.5,256x256_frames=8_steps=10,11,178.57,355.44,358.77,0.52
NVIDIA H100,video,AnimateDiff-v1.5,256x256_frames=8_steps=10,12,175.99,350.86,361.17,0.53
NVIDIA H100,video,AnimateDiff-v1.5,256x256_frames=8_steps=10,13,156.74,347.54,354.69,0.5
NVIDIA H100,video,AnimateDiff-v1.5,256x256_frames=8_steps=10,14,162.03,358.28,363.42,0.5
NVIDIA H100,video,AnimateDiff-v1.5,256x256_frames=8_steps=10,15,186.81,372.23,373.87,0.51
NVIDIA H100,video,AnimateDiff-v1.5,256x256_frames=8_steps=10,16,163.81,363.56,375.05,0.49
NVIDIA H100,video,AnimateDiff-v1.5,256x256_frames=8_steps=10,17,163.01,361.0,362.94,0.5
NVIDIA H100,video,AnimateDiff-v1.5,256x256_frames=8_steps=10,18,167.77,370.52,374.68,0.49
NVIDIA H100,video,AnimateDiff-v1.5,256x256_frames=8_steps=10,19,167.13,370.36,373.44,0.5
NVIDIA H100,video,AnimateDiff-v1.5,256x256_frames=8_steps=10,20,169.96,375.59,377.82,0.49
NVIDIA H100,video,AnimateDiff-v1.5,256x256_frames=8_steps=10,21,170.56,377.2,378.13,0.5
NVIDIA H100,video,AnimateDiff-v1.5,256x256_frames=8_steps=10,22,166.97,368.72,375.5,0.51
NVIDIA H100,video,AnimateDiff-v1.5,256x256_frames=8_steps=10,23,185.24,368.49,371.02,0.51
NVIDIA H100,video,AnimateDiff-v1.5,256x256_frames=8_steps=10,24,180.13,358.78,371.72,0.51
NVIDIA H100,video,AnimateDiff-v1.5,256x256_frames=8_steps=10,25,175.46,350.08,368.31,0.51
NVIDIA H100,video,AnimateDiff-v1.5,256x256_frames=8_steps=10,26,159.35,353.47,368.31,0.5
NVIDIA H100,video,AnimateDiff-v1.5,256x256_frames=8_steps=10,27,165.1,364.53,366.5,0.5
NVIDIA H100,video,AnimateDiff-v1.5,256x256_frames=8_steps=10,28,170.51,376.11,378.22,0.5
NVIDIA H100,video,AnimateDiff-v1.5,256x256_frames=8_steps=10,29,170.2,376.62,378.11,0.5
NVIDIA H100,video,AnimateDiff-v1.5,256x256_frames=8_steps=10,30,187.58,373.85,376.77,0.51
NVIDIA H100,video,AnimateDiff-v1.5,256x256_frames=8_steps=20,1,354.38,370.91,374.49,0.99
NVIDIA H100,video,AnimateDiff-v1.5,256x256_frames=8_steps=20,2,350.95,367.82,373.67,0.96
NVIDIA H100,video,AnimateDiff-v1.5,256x256_frames=8_steps=20,3,346.58,363.74,374.85,0.97
NVIDIA H100,video,AnimateDiff-v1.5,256x256_frames=8_steps=20,4,325.1,359.69,363.63,0.96
NVIDIA H100,video,AnimateDiff-v1.5,256x256_frames=8_steps=20,5,335.27,370.71,372.51,0.95
NVIDIA H100,video,AnimateDiff-v1.5,256x256_frames=8_steps=20,6,336.2,372.46,377.22,0.96
NVIDIA H100,video,AnimateDiff-v1.5,256x256_frames=8_steps=20,7,352.31,369.46,375.09,0.99
NVIDIA H100,video,AnimateDiff-v1.5,256x256_frames=8_steps=20,8,350.7,367.11,369.77,0.98
NVIDIA H100,video,AnimateDiff-v1.5,256x256_frames=8_steps=20,9,346.54,363.44,367.9,0.96
NVIDIA H100,video,AnimateDiff-v1.5,256x256_frames=8_steps=20,10,345.15,361.5,367.62,0.96
NVIDIA H100,video,AnimateDiff-v1.5,256x256_frames=8_steps=20,11,341.52,358.02,360.61,0.96
NVIDIA H100,video,AnimateDiff-v1.5,256x256_frames=8_steps=20,12,344.03,360.14,363.77,0.99
NVIDIA H100,video,AnimateDiff-v1.5,256x256_frames=8_steps=20,13,347.9,363.87,368.68,0.97
NVIDIA H100,video,AnimateDiff-v1.5,256x256_frames=8_steps=20,14,329.02,364.19,370.43,0.94
NVIDIA H100,video,AnimateDiff-v1.5,256x256_frames=8_steps=20,15,343.31,379.61,385.26,0.94
NVIDIA H100,video,AnimateDiff-v1.5,256x256_frames=8_steps=20,16,337.96,374.07,383.2,0.93
NVIDIA H100,video,AnimateDiff-v1.5,256x256_frames=8_steps=20,17,337.26,372.46,380.54,0.92
NVIDIA H100,video,AnimateDiff-v1.5,256x256_frames=8_steps=20,18,336.09,371.8,386.25,0.96
NVIDIA H100,video,AnimateDiff-v1.5,256x256_frames=8_steps=20,19,357.67,374.74,376.77,0.97
NVIDIA H100,video,AnimateDiff-v1.5,256x256_frames=8_steps=20,20,327.98,362.51,367.22,0.95
NVIDIA H100,video,AnimateDiff-v1.5,256x256_frames=8_steps=20,21,338.54,373.95,380.22,0.94
NVIDIA H100,video,AnimateDiff-v1.5,256x256_frames=8_steps=20,22,340.56,377.56,381.78,0.92
NVIDIA H100,video,AnimateDiff-v1.5,256x256_frames=8_steps=20,23,333.81,369.85,380.16,0.95
NVIDIA H100,video,AnimateDiff-v1.5,256x256_frames=8_steps=20,24,335.99,370.89,376.23,0.95
NVIDIA H100,video,AnimateDiff-v1.5,256x256_frames=8_steps=20,25,334.84,371.34,375.3,0.94
NVIDIA H100,video,AnimateDiff-v1.5,256x256_frames=8_steps=20,26,341.6,378.52,382.64,0.92
NVIDIA H100,video,AnimateDiff-v1.5,256x256_frames=8_steps=20,27,342.9,378.69,383.01,0.92
NVIDIA H100,video,AnimateDiff-v1.5,256x256_frames=8_steps=20,28,339.58,376.13,381.0,0.92
NVIDIA H100,video,AnimateDiff-v1.5,256x256_frames=8_steps=20,29,343.08,379.48,383.95,0.92
NVIDIA H100,video,AnimateDiff-v1.5,256x256_frames=8_steps=20,30,337.75,373.6,378.12,0.94
NVIDIA H100,video,AnimateDiff-v1.5,256x256_frames=8_steps=30,1,512.73,378.32,382.1,1.41
NVIDIA H100,video,AnimateDiff-v1.5,256x256_frames=8_steps=30,2,510.54,376.24,382.72,1.39
NVIDIA H100,video,AnimateDiff-v1.5,256x256_frames=8_steps=30,3,520.4,370.63,382.72,1.42
NVIDIA H100,video,AnimateDiff-v1.5,256x256_frames=8_steps=30,4,504.82,372.28,387.08,1.38
NVIDIA H100,video,AnimateDiff-v1.5,256x256_frames=8_steps=30,5,512.31,377.36,385.67,1.38
NVIDIA H100,video,AnimateDiff-v1.5,256x256_frames=8_steps=30,6,508.77,375.36,386.68,1.38
NVIDIA H100,video,AnimateDiff-v1.5,256x256_frames=8_steps=30,7,515.44,379.95,386.68,1.4
NVIDIA H100,video,AnimateDiff-v1.5,256x256_frames=8_steps=30,8,519.59,369.71,383.37,1.44
NVIDIA H100,video,AnimateDiff-v1.5,256x256_frames=8_steps=30,9,524.65,361.02,373.4,1.48
NVIDIA H100,video,AnimateDiff-v1.5,256x256_frames=8_steps=30,10,505.32,372.85,391.52,1.37
NVIDIA H100,video,AnimateDiff-v1.5,256x256_frames=8_steps=30,11,499.89,369.56,391.52,1.4
NVIDIA H100,video,AnimateDiff-v1.5,256x256_frames=8_steps=30,12,512.78,378.83,384.45,1.37
NVIDIA H100,video,AnimateDiff-v1.5,256x256_frames=8_steps=30,13,505.41,372.86,384.46,1.37
NVIDIA H100,video,AnimateDiff-v1.5,256x256_frames=8_steps=30,14,509.1,375.46,390.23,1.38
NVIDIA H100,video,AnimateDiff-v1.5,256x256_frames=8_steps=30,15,514.85,379.36,396.96,1.38
NVIDIA H100,video,AnimateDiff-v1.5,256x256_frames=8_steps=30,16,535.69,367.83,380.35,1.46
NVIDIA H100,video,AnimateDiff-v1.5,256x256_frames=8_steps=30,17,514.96,366.8,379.72,1.42
NVIDIA H100,video,AnimateDiff-v1.5,256x256_frames=8_steps=30,18,497.85,367.4,383.0,1.4
NVIDIA H100,video,AnimateDiff-v1.5,256x256_frames=8_steps=30,19,507.71,374.59,386.9,1.4
NVIDIA H100,video,AnimateDiff-v1.5,256x256_frames=8_steps=30,20,512.57,377.08,380.78,1.36
NVIDIA H100,video,AnimateDiff-v1.5,256x256_frames=8_steps=30,21,480.08,368.31,387.82,1.35
NVIDIA H100,video,AnimateDiff-v1.5,256x256_frames=8_steps=30,22,524.68,387.15,393.27,1.36
NVIDIA H100,video,AnimateDiff-v1.5,256x256_frames=8_steps=30,23,509.41,375.76,386.8,1.38
NVIDIA H100,video,AnimateDiff-v1.5,256x256_frames=8_steps=30,24,506.8,374.44,390.53,1.4
NVIDIA H100,video,AnimateDiff-v1.5,256x256_frames=8_steps=30,25,517.55,381.76,386.73,1.37
NVIDIA H100,video,AnimateDiff-v1.5,256x256_frames=8_steps=30,26,504.45,372.94,385.68,1.38
NVIDIA H100,video,AnimateDiff-v1.5,256x256_frames=8_steps=30,27,506.82,374.61,389.22,1.4
NVIDIA H100,video,AnimateDiff-v1.5,256x256_frames=8_steps=30,28,522.3,384.77,392.49,1.38
NVIDIA H100,video,AnimateDiff-v1.5,256x256_frames=8_steps=30,29,506.48,374.08,391.97,1.38
NVIDIA H100,video,AnimateDiff-v1.5,256x256_frames=8_steps=30,30,493.54,378.24,391.34,1.36
NVIDIA H100,video,AnimateDiff-v1.5,256x256_frames=12_steps=10,1,206.86,410.95,453.18,0.54
NVIDIA H100,video,AnimateDiff-v1.5,256x256_frames=12_steps=10,2,228.18,453.54,456.47,0.54
NVIDIA H100,video,AnimateDiff-v1.5,256x256_frames=12_steps=10,3,228.39,450.52,462.82,0.55
NVIDIA H100,video,AnimateDiff-v1.5,256x256_frames=12_steps=10,4,225.25,445.68,450.18,0.55
NVIDIA H100,video,AnimateDiff-v1.5,256x256_frames=12_steps=10,5,224.55,445.41,456.1,0.55
NVIDIA H100,video,AnimateDiff-v1.5,256x256_frames=12_steps=10,6,244.87,444.81,457.54,0.57
NVIDIA H100,video,AnimateDiff-v1.5,256x256_frames=12_steps=10,7,219.95,437.4,448.33,0.54
NVIDIA H100,video,AnimateDiff-v1.5,256x256_frames=12_steps=10,8,224.04,443.07,448.33,0.55
NVIDIA H100,video,AnimateDiff-v1.5,256x256_frames=12_steps=10,9,227.38,449.3,461.29,0.55
NVIDIA H100,video,AnimateDiff-v1.5,256x256_frames=12_steps=10,10,229.09,452.58,460.6,0.56
NVIDIA H100,video,AnimateDiff-v1.5,256x256_frames=12_steps=10,11,227.34,448.53,460.6,0.56
NVIDIA H100,video,AnimateDiff-v1.5,256x256_frames=12_steps=10,12,246.19,446.66,457.12,0.56
NVIDIA H100,video,AnimateDiff-v1.5,256x256_frames=12_steps=10,13,220.75,439.51,451.56,0.55
NVIDIA H100,video,AnimateDiff-v1.5,256x256_frames=12_steps=10,14,220.8,438.67,443.35,0.54
NVIDIA H100,video,AnimateDiff-v1.5,256x256_frames=12_steps=10,15,226.78,449.42,462.91,0.55
NVIDIA H100,video,AnimateDiff-v1.5,256x256_frames=12_steps=10,16,247.1,448.26,459.06,0.57
NVIDIA H100,video,AnimateDiff-v1.5,256x256_frames=12_steps=10,17,221.17,440.29,453.04,0.55
NVIDIA H100,video,AnimateDiff-v1.5,256x256_frames=12_steps=10,18,221.2,439.13,447.12,0.55
NVIDIA H100,video,AnimateDiff-v1.5,256x256_frames=12_steps=10,19,228.81,452.05,461.53,0.55
NVIDIA H100,video,AnimateDiff-v1.5,256x256_frames=12_steps=10,20,228.15,451.41,458.51,0.55
NVIDIA H100,video,AnimateDiff-v1.5,256x256_frames=12_steps=10,21,225.8,446.95,461.09,0.55
NVIDIA H100,video,AnimateDiff-v1.5,256x256_frames=12_steps=10,22,243.59,442.48,456.4,0.56
NVIDIA H100,video,AnimateDiff-v1.5,256x256_frames=12_steps=10,23,237.14,430.73,441.87,0.57
NVIDIA H100,video,AnimateDiff-v1.5,256x256_frames=12_steps=10,24,236.81,430.37,441.66,0.57
NVIDIA H100,video,AnimateDiff-v1.5,256x256_frames=12_steps=10,25,235.02,427.34,439.83,0.57
NVIDIA H100,video,AnimateDiff-v1.5,256x256_frames=12_steps=10,26,235.93,428.7,443.41,0.56
NVIDIA H100,video,AnimateDiff-v1.5,256x256_frames=12_steps=10,27,216.64,430.93,447.48,0.56
NVIDIA H100,video,AnimateDiff-v1.5,256x256_frames=12_steps=10,28,241.55,438.68,450.46,0.59
NVIDIA H100,video,AnimateDiff-v1.5,256x256_frames=12_steps=10,29,237.31,431.17,449.7,0.59
NVIDIA H100,video,AnimateDiff-v1.5,256x256_frames=12_steps=10,30,232.87,423.07,434.09,0.59
NVIDIA H100,video,AnimateDiff-v1.5,256x256_frames=12_steps=20,1,482.23,434.26,439.63,1.12
NVIDIA H100,video,AnimateDiff-v1.5,256x256_frames=12_steps=20,2,443.23,421.45,437.98,1.07
NVIDIA H100,video,AnimateDiff-v1.5,256x256_frames=12_steps=20,3,451.93,448.9,460.68,1.03
NVIDIA H100,video,AnimateDiff-v1.5,256x256_frames=12_steps=20,4,453.88,451.77,460.68,1.04
NVIDIA H100,video,AnimateDiff-v1.5,256x256_frames=12_steps=20,5,461.09,457.24,468.96,1.03
NVIDIA H100,video,AnimateDiff-v1.5,256x256_frames=12_steps=20,6,451.29,448.12,456.65,1.05
NVIDIA H100,video,AnimateDiff-v1.5,256x256_frames=12_steps=20,7,451.99,448.66,452.79,1.04
NVIDIA H100,video,AnimateDiff-v1.5,256x256_frames=12_steps=20,8,457.12,454.63,463.38,1.02
NVIDIA H100,video,AnimateDiff-v1.5,256x256_frames=12_steps=20,9,450.63,447.15,453.92,1.03
NVIDIA H100,video,AnimateDiff-v1.5,256x256_frames=12_steps=20,10,449.69,447.53,457.98,1.04
NVIDIA H100,video,AnimateDiff-v1.5,256x256_frames=12_steps=20,11,456.38,452.38,462.7,1.05
NVIDIA H100,video,AnimateDiff-v1.5,256x256_frames=12_steps=20,12,437.77,456.07,463.15,1.01
NVIDIA H100,video,AnimateDiff-v1.5,256x256_frames=12_steps=20,13,450.35,469.83,475.04,1.01
NVIDIA H100,video,AnimateDiff-v1.5,256x256_frames=12_steps=20,14,470.84,467.31,474.91,1.03
NVIDIA H100,video,AnimateDiff-v1.5,256x256_frames=12_steps=20,15,448.26,445.57,457.41,1.05
NVIDIA H100,video,AnimateDiff-v1.5,256x256_frames=12_steps=20,16,455.91,453.66,466.11,1.03
NVIDIA H100,video,AnimateDiff-v1.5,256x256_frames=12_steps=20,17,452.77,449.56,453.85,1.05
NVIDIA H100,video,AnimateDiff-v1.5,256x256_frames=12_steps=20,18,461.18,459.3,463.49,1.02
NVIDIA H100,video,AnimateDiff-v1.5,256x256_frames=12_steps=20,19,450.61,447.96,458.79,1.02
NVIDIA H100,video,AnimateDiff-v1.5,256x256_frames=12_steps=20,20,453.56,449.32,465.73,1.02
NVIDIA H100,video,AnimateDiff-v1.5,256x256_frames=12_steps=20,21,446.38,443.86,461.93,1.06
NVIDIA H100,video,AnimateDiff-v1.5,256x256_frames=12_steps=20,22,450.46,448.47,457.54,1.06
NVIDIA H100,video,AnimateDiff-v1.5,256x256_frames=12_steps=20,23,456.39,453.57,457.34,1.04
NVIDIA H100,video,AnimateDiff-v1.5,256x256_frames=12_steps=20,24,452.27,449.12,461.69,1.05
NVIDIA H100,video,AnimateDiff-v1.5,256x256_frames=12_steps=20,25,462.29,459.08,464.58,1.03
NVIDIA H100,video,AnimateDiff-v1.5,256x256_frames=12_steps=20,26,458.36,455.04,472.33,1.02
NVIDIA H100,video,AnimateDiff-v1.5,256x256_frames=12_steps=20,27,450.42,446.89,453.17,1.04
NVIDIA H100,video,AnimateDiff-v1.5,256x256_frames=12_steps=20,28,452.79,449.9,460.0,1.05
NVIDIA H100,video,AnimateDiff-v1.5,256x256_frames=12_steps=20,29,451.31,448.88,457.66,1.03
NVIDIA H100,video,AnimateDiff-v1.5,256x256_frames=12_steps=20,30,454.47,451.33,453.58,1.03
NVIDIA H100,video,AnimateDiff-v1.5,256x256_frames=12_steps=30,1,689.55,456.01,464.1,1.52
NVIDIA H100,video,AnimateDiff-v1.5,256x256_frames=12_steps=30,2,658.05,450.68,472.3,1.5
NVIDIA H100,video,AnimateDiff-v1.5,256x256_frames=12_steps=30,3,678.69,465.0,477.26,1.5
NVIDIA H100,video,AnimateDiff-v1.5,256x256_frames=12_steps=30,4,684.48,454.34,470.86,1.54
NVIDIA H100,video,AnimateDiff-v1.5,256x256_frames=12_steps=30,5,671.32,446.1,463.86,1.54
NVIDIA H100,video,AnimateDiff-v1.5,256x256_frames=12_steps=30,6,663.99,455.29,472.95,1.5
NVIDIA H100,video,AnimateDiff-v1.5,256x256_frames=12_steps=30,7,679.54,464.83,474.94,1.49
NVIDIA H100,video,AnimateDiff-v1.5,256x256_frames=12_steps=30,8,705.2,452.76,476.95,1.56
NVIDIA H100,video,AnimateDiff-v1.5,256x256_frames=12_steps=30,9,657.41,450.07,475.43,1.51
NVIDIA H100,video,AnimateDiff-v1.5,256x256_frames=12_steps=30,10,695.52,461.24,472.5,1.53
NVIDIA H100,video,AnimateDiff-v1.5,256x256_frames=12_steps=30,11,690.55,458.37,473.17,1.54
NVIDIA H100,video,AnimateDiff-v1.5,256x256_frames=12_steps=30,12,684.68,454.52,470.41,1.51
NVIDIA H100,video,AnimateDiff-v1.5,256x256_frames=12_steps=30,13,645.36,457.11,473.71,1.47
NVIDIA H100,video,AnimateDiff-v1.5,256x256_frames=12_steps=30,14,673.58,475.86,484.88,1.46
NVIDIA H100,video,AnimateDiff-v1.5,256x256_frames=12_steps=30,15,681.14,467.57,484.5,1.51
NVIDIA H100,video,AnimateDiff-v1.5,256x256_frames=12_steps=30,16,699.22,463.85,471.85,1.52
NVIDIA H100,video,AnimateDiff-v1.5,256x256_frames=12_steps=30,17,664.74,455.63,475.33,1.5
NVIDIA H100,video,AnimateDiff-v1.5,256x256_frames=12_steps=30,18,683.27,467.69,477.36,1.49
NVIDIA H100,video,AnimateDiff-v1.5,256x256_frames=12_steps=30,19,670.43,458.51,476.21,1.52
NVIDIA H100,video,AnimateDiff-v1.5,256x256_frames=12_steps=30,20,696.92,461.86,476.02,1.51
NVIDIA H100,video,AnimateDiff-v1.5,256x256_frames=12_steps=30,21,667.53,457.53,473.84,1.51
NVIDIA H100,video,AnimateDiff-v1.5,256x256_frames=12_steps=30,22,672.41,460.62,473.61,1.5
NVIDIA H100,video,AnimateDiff-v1.5,256x256_frames=12_steps=30,23,674.29,460.95,472.78,1.5
NVIDIA H100,video,AnimateDiff-v1.5,256x256_frames=12_steps=30,24,677.99,464.96,473.39,1.49
NVIDIA H100,video,AnimateDiff-v1.5,256x256_frames=12_steps=30,25,671.34,459.81,469.8,1.51
NVIDIA H100,video,AnimateDiff-v1.5,256x256_frames=12_steps=30,26,686.6,456.05,473.73,1.56
NVIDIA H100,video,AnimateDiff-v1.5,256x256_frames=12_steps=30,27,688.06,453.73,459.5,1.57
NVIDIA H100,video,AnimateDiff-v1.5,256x256_frames=12_steps=30,28,680.23,451.23,464.13,1.53
NVIDIA H100,video,AnimateDiff-v1.5,256x256_frames=12_steps=30,29,665.69,454.77,469.64,1.52
NVIDIA H100,video,AnimateDiff-v1.5,256x256_frames=12_steps=30,30,687.02,455.62,470.35,1.55
NVIDIA H100,video,AnimateDiff-v1.5,256x256_frames=16_steps=10,1,283.29,472.17,520.13,0.62
NVIDIA H100,video,AnimateDiff-v1.5,256x256_frames=16_steps=10,2,301.24,501.71,520.13,0.61
NVIDIA H100,video,AnimateDiff-v1.5,256x256_frames=16_steps=10,3,300.0,499.68,520.92,0.61
NVIDIA H100,video,AnimateDiff-v1.5,256x256_frames=16_steps=10,4,297.22,495.52,520.92,0.61
NVIDIA H100,video,AnimateDiff-v1.5,256x256_frames=16_steps=10,5,292.6,487.6,508.67,0.62
NVIDIA H100,video,AnimateDiff-v1.5,256x256_frames=16_steps=10,6,291.8,485.6,508.42,0.61
NVIDIA H100,video,AnimateDiff-v1.5,256x256_frames=16_steps=10,7,271.36,493.95,517.25,0.61
NVIDIA H100,video,AnimateDiff-v1.5,256x256_frames=16_steps=10,8,303.36,505.03,519.11,0.63
NVIDIA H100,video,AnimateDiff-v1.5,256x256_frames=16_steps=10,9,303.22,500.16,521.53,0.63
NVIDIA H100,video,AnimateDiff-v1.5,256x256_frames=16_steps=10,10,291.73,484.81,501.78,0.63
NVIDIA H100,video,AnimateDiff-v1.5,256x256_frames=16_steps=10,11,297.29,494.82,513.45,0.61
NVIDIA H100,video,AnimateDiff-v1.5,256x256_frames=16_steps=10,12,298.15,496.73,517.72,0.61
NVIDIA H100,video,AnimateDiff-v1.5,256x256_frames=16_steps=10,13,269.84,491.54,517.72,0.6
NVIDIA H100,video,AnimateDiff-v1.5,256x256_frames=16_steps=10,14,278.28,505.94,530.52,0.6
NVIDIA H100,video,AnimateDiff-v1.5,256x256_frames=16_steps=10,15,313.03,520.55,530.52,0.61
NVIDIA H100,video,AnimateDiff-v1.5,256x256_frames=16_steps=10,16,303.1,504.75,526.85,0.62
NVIDIA H100,video,AnimateDiff-v1.5,256x256_frames=16_steps=10,17,298.3,497.0,518.57,0.62
NVIDIA H100,video,AnimateDiff-v1.5,256x256_frames=16_steps=10,18,298.01,496.33,518.57,0.61
NVIDIA H100,video,AnimateDiff-v1.5,256x256_frames=16_steps=10,19,267.56,486.77,508.77,0.6
NVIDIA H100,video,AnimateDiff-v1.5,256x256_frames=16_steps=10,20,305.39,508.54,535.59,0.61
NVIDIA H100,video,AnimateDiff-v1.5,256x256_frames=16_steps=10,21,300.96,501.69,535.59,0.61
NVIDIA H100,video,AnimateDiff-v1.5,256x256_frames=16_steps=10,22,295.5,489.58,506.45,0.63
NVIDIA H100,video,AnimateDiff-v1.5,256x256_frames=16_steps=10,23,290.84,484.66,500.75,0.62
NVIDIA H100,video,AnimateDiff-v1.5,256x256_frames=16_steps=10,24,290.57,483.54,500.2,0.62
NVIDIA H100,video,AnimateDiff-v1.5,256x256_frames=16_steps=10,25,290.48,483.74,500.76,0.62
NVIDIA H100,video,AnimateDiff-v1.5,256x256_frames=16_steps=10,26,291.65,483.58,501.81,0.62
NVIDIA H100,video,AnimateDiff-v1.5,256x256_frames=16_steps=10,27,297.11,486.6,502.02,0.64
NVIDIA H100,video,AnimateDiff-v1.5,256x256_frames=16_steps=10,28,265.92,483.78,502.68,0.61
NVIDIA H100,video,AnimateDiff-v1.5,256x256_frames=16_steps=10,29,301.95,501.54,519.04,0.61
NVIDIA H100,video,AnimateDiff-v1.5,256x256_frames=16_steps=10,30,274.15,498.51,519.9,0.6
NVIDIA H100,video,AnimateDiff-v1.5,256x256_frames=16_steps=20,1,579.11,525.02,535.05,1.12
NVIDIA H100,video,AnimateDiff-v1.5,256x256_frames=16_steps=20,2,562.58,511.16,538.63,1.12
NVIDIA H100,video,AnimateDiff-v1.5,256x256_frames=16_steps=20,3,564.48,512.63,538.63,1.12
NVIDIA H100,video,AnimateDiff-v1.5,256x256_frames=16_steps=20,4,565.79,514.09,536.91,1.12
NVIDIA H100,video,AnimateDiff-v1.5,256x256_frames=16_steps=20,5,563.83,511.72,532.62,1.11
NVIDIA H100,video,AnimateDiff-v1.5,256x256_frames=16_steps=20,6,560.52,508.16,540.38,1.12
NVIDIA H100,video,AnimateDiff-v1.5,256x256_frames=16_steps=20,7,562.56,505.58,527.51,1.14
NVIDIA H100,video,AnimateDiff-v1.5,256x256_frames=16_steps=20,8,567.54,513.68,534.79,1.13
NVIDIA H100,video,AnimateDiff-v1.5,256x256_frames=16_steps=20,9,571.95,519.51,546.08,1.12
