platform,modality,model,configuration,run_number,total_energy_j,avg_power_w,peak_power_w,generation_time_s
NVIDIA H100,text,Phi-3-mini-4k,max_tokens=32,27,92.24,167.08,167.67,0.59
NVIDIA H100,text,Phi-3-mini-4k,max_tokens=32,28,91.58,166.07,167.72,0.6
NVIDIA H100,text,Phi-3-mini-4k,max_tokens=32,29,99.13,164.83,165.44,0.61
NVIDIA H100,text,Phi-3-mini-4k,max_tokens=32,30,97.46,162.08,163.51,0.6
NVIDIA H100,text,Phi-3-mini-4k,max_tokens=64,1,202.02,167.81,169.05,1.21
NVIDIA H100,text,Phi-3-mini-4k,max_tokens=64,2,189.69,164.55,166.72,1.18
NVIDIA H100,text,Phi-3-mini-4k,max_tokens=64,3,193.47,167.76,168.67,1.19
NVIDIA H100,text,Phi-3-mini-4k,max_tokens=64,4,206.63,164.94,168.37,1.26
NVIDIA H100,text,Phi-3-mini-4k,max_tokens=64,5,189.41,164.32,167.19,1.18
NVIDIA H100,text,Phi-3-mini-4k,max_tokens=64,6,192.48,166.94,167.44,1.17
NVIDIA H100,text,Phi-3-mini-4k,max_tokens=64,7,192.36,166.82,168.28,1.17
NVIDIA H100,text,Phi-3-mini-4k,max_tokens=64,8,190.25,165.04,167.49,1.2
NVIDIA H100,text,Phi-3-mini-4k,max_tokens=64,9,192.34,166.82,167.43,1.17
NVIDIA H100,text,Phi-3-mini-4k,max_tokens=64,10,199.23,165.56,167.83,1.21
NVIDIA H100,text,Phi-3-mini-4k,max_tokens=64,11,188.25,163.35,167.41,1.19
NVIDIA H100,text,Phi-3-mini-4k,max_tokens=64,12,192.32,166.76,167.41,1.19
NVIDIA H100,text,Phi-3-mini-4k,max_tokens=64,13,198.02,164.65,166.91,1.2
NVIDIA H100,text,Phi-3-mini-4k,max_tokens=64,14,190.4,165.18,166.79,1.17
NVIDIA H100,text,Phi-3-mini-4k,max_tokens=64,15,190.64,165.37,167.27,1.17
NVIDIA H100,text,Phi-3-mini-4k,max_tokens=64,16,190.35,165.08,167.12,1.18
NVIDIA H100,text,Phi-3-mini-4k,max_tokens=64,17,197.31,164.0,166.31,1.22
NVIDIA H100,text,Phi-3-mini-4k,max_tokens=64,18,197.22,163.92,165.79,1.21
NVIDIA H100,text,Phi-3-mini-4k,max_tokens=64,19,189.5,164.35,165.79,1.2
NVIDIA H100,text,Phi-3-mini-4k,max_tokens=64,20,191.74,166.26,167.55,1.19
NVIDIA H100,text,Phi-3-mini-4k,max_tokens=64,21,199.67,165.9,167.52,1.21
NVIDIA H100,text,Phi-3-mini-4k,max_tokens=64,22,195.82,162.91,165.78,1.21
NVIDIA H100,text,Phi-3-mini-4k,max_tokens=64,23,190.22,164.98,166.89,1.16
NVIDIA H100,text,Phi-3-mini-4k,max_tokens=64,24,180.66,163.8,166.43,1.15
NVIDIA H100,text,Phi-3-mini-4k,max_tokens=64,25,191.53,166.02,167.16,1.2
NVIDIA H100,text,Phi-3-mini-4k,max_tokens=64,26,191.34,165.89,166.5,1.19
NVIDIA H100,text,Phi-3-mini-4k,max_tokens=64,27,198.03,164.57,166.44,1.22
NVIDIA H100,text,Phi-3-mini-4k,max_tokens=64,28,191.3,165.87,166.95,1.17
NVIDIA H100,text,Phi-3-mini-4k,max_tokens=64,29,190.99,165.58,167.39,1.19
NVIDIA H100,text,Phi-3-mini-4k,max_tokens=64,30,199.25,165.52,166.77,1.21
NVIDIA H100,text,Phi-3-mini-4k,max_tokens=128,1,388.85,168.61,170.37,2.34
NVIDIA H100,text,Phi-3-mini-4k,max_tokens=128,2,399.09,169.34,171.23,2.37
NVIDIA H100,text,Phi-3-mini-4k,max_tokens=128,3,396.9,168.4,170.38,2.37
NVIDIA H100,text,Phi-3-mini-4k,max_tokens=128,4,402.5,167.23,169.69,2.43
NVIDIA H100,text,Phi-3-mini-4k,max_tokens=128,5,404.54,168.13,169.1,2.41
NVIDIA H100,text,Phi-3-mini-4k,max_tokens=128,6,395.5,167.87,171.29,2.37
NVIDIA H100,text,Phi-3-mini-4k,max_tokens=128,7,402.75,167.43,171.15,2.43
NVIDIA H100,text,Phi-3-mini-4k,max_tokens=128,8,404.06,167.87,168.8,2.45
NVIDIA H100,text,Phi-3-mini-4k,max_tokens=128,9,396.16,168.14,170.49,2.4
NVIDIA H100,text,Phi-3-mini-4k,max_tokens=128,10,390.82,169.47,170.37,2.34
NVIDIA H100,text,Phi-3-mini-4k,max_tokens=128,11,400.63,169.99,171.47,2.36
NVIDIA H100,text,Phi-3-mini-4k,max_tokens=128,12,403.35,167.63,170.77,2.42
NVIDIA H100,text,Phi-3-mini-4k,max_tokens=128,13,400.47,166.5,170.35,2.43
NVIDIA H100,text,Phi-3-mini-4k,max_tokens=128,14,398.58,169.09,171.14,2.39
NVIDIA H100,text,Phi-3-mini-4k,max_tokens=128,15,406.04,168.73,169.64,2.42
NVIDIA H100,text,Phi-3-mini-4k,max_tokens=128,16,411.46,167.42,169.06,2.47
NVIDIA H100,text,Phi-3-mini-4k,max_tokens=128,17,416.08,165.87,167.95,2.53
NVIDIA H100,text,Phi-3-mini-4k,max_tokens=128,18,406.39,165.37,168.03,2.5
NVIDIA H100,text,Phi-3-mini-4k,max_tokens=128,19,417.2,166.28,168.15,2.54
NVIDIA H100,text,Phi-3-mini-4k,max_tokens=128,20,406.18,165.22,167.62,2.49
NVIDIA H100,text,Phi-3-mini-4k,max_tokens=128,21,416.92,166.25,167.07,2.51
NVIDIA H100,text,Phi-3-mini-4k,max_tokens=128,22,399.0,165.86,171.65,2.44
NVIDIA H100,text,Phi-3-mini-4k,max_tokens=128,23,392.96,170.4,171.59,2.31
NVIDIA H100,text,Phi-3-mini-4k,max_tokens=128,24,390.31,165.7,168.32,2.38
NVIDIA H100,text,Phi-3-mini-4k,max_tokens=128,25,397.8,165.28,166.6,2.43
NVIDIA H100,text,Phi-3-mini-4k,max_tokens=128,26,417.22,163.13,166.6,2.58
NVIDIA H100,text,Phi-3-mini-4k,max_tokens=128,27,395.84,167.86,170.12,2.4
NVIDIA H100,text,Phi-3-mini-4k,max_tokens=128,28,405.38,168.38,169.53,2.43
NVIDIA H100,text,Phi-3-mini-4k,max_tokens=128,29,395.93,167.99,170.48,2.39
NVIDIA H100,text,Phi-3-mini-4k,max_tokens=128,30,411.18,167.3,170.27,2.51
NVIDIA H100,text,Phi-3-mini-4k,max_tokens=256,1,809.59,169.92,172.87,4.8
NVIDIA H100,text,Phi-3-mini-4k,max_tokens=256,2,837.68,167.04,170.03,5.04
NVIDIA H100,text,Phi-3-mini-4k,max_tokens=256,3,812.82,168.86,170.62,4.83
NVIDIA H100,text,Phi-3-mini-4k,max_tokens=256,4,826.07,168.11,171.03,4.96
NVIDIA H100,text,Phi-3-mini-4k,max_tokens=256,5,813.99,169.14,171.17,4.84
NVIDIA H100,text,Phi-3-mini-4k,max_tokens=256,6,829.07,168.67,171.94,4.95
NVIDIA H100,text,Phi-3-mini-4k,max_tokens=256,7,803.94,168.71,170.56,4.8
NVIDIA H100,text,Phi-3-mini-4k,max_tokens=256,8,798.69,169.43,171.25,4.75
NVIDIA H100,text,Phi-3-mini-4k,max_tokens=256,9,827.81,168.39,170.29,4.93
NVIDIA H100,text,Phi-3-mini-4k,max_tokens=256,10,785.77,168.5,170.77,4.7
NVIDIA H100,text,Phi-3-mini-4k,max_tokens=256,11,826.47,164.86,169.89,5.02
NVIDIA H100,text,Phi-3-mini-4k,max_tokens=256,12,794.86,166.91,169.46,4.77
NVIDIA H100,text,Phi-3-mini-4k,max_tokens=256,13,828.42,165.25,168.53,5.04
NVIDIA H100,text,Phi-3-mini-4k,max_tokens=256,14,801.47,170.03,172.6,4.75
NVIDIA H100,text,Phi-3-mini-4k,max_tokens=256,15,816.38,169.63,172.37,4.86
NVIDIA H100,text,Phi-3-mini-4k,max_tokens=256,16,827.3,168.39,170.48,4.94
NVIDIA H100,text,Phi-3-mini-4k,max_tokens=256,17,819.96,168.59,170.21,4.89
NVIDIA H100,text,Phi-3-mini-4k,max_tokens=256,18,825.86,168.08,171.14,4.92
NVIDIA H100,text,Phi-3-mini-4k,max_tokens=256,19,807.77,169.57,171.19,4.8
NVIDIA H100,text,Phi-3-mini-4k,max_tokens=256,20,821.75,167.31,170.5,4.93
NVIDIA H100,text,Phi-3-mini-4k,max_tokens=256,21,801.99,166.67,168.64,4.82
NVIDIA H100,text,Phi-3-mini-4k,max_tokens=256,22,796.31,167.22,169.54,4.78
NVIDIA H100,text,Phi-3-mini-4k,max_tokens=256,23,811.12,166.79,168.98,4.87
NVIDIA H100,text,Phi-3-mini-4k,max_tokens=256,24,794.18,166.76,168.98,4.8
NVIDIA H100,text,Phi-3-mini-4k,max_tokens=256,25,822.63,165.74,171.3,4.97
NVIDIA H100,text,Phi-3-mini-4k,max_tokens=256,26,812.83,168.95,171.3,4.85
NVIDIA H100,text,Phi-3-mini-4k,max_tokens=256,27,831.16,169.1,171.21,4.96
NVIDIA H100,text,Phi-3-mini-4k,max_tokens=256,28,817.41,169.96,171.14,4.82
NVIDIA H100,text,Phi-3-mini-4k,max_tokens=256,29,821.95,169.03,171.06,4.9
NVIDIA H100,text,Phi-3-mini-4k,max_tokens=256,30,816.92,169.72,173.54,4.83
NVIDIA H100,text,Phi-3-mini-4k,max_tokens=512,1,1673.23,171.13,176.03,9.82
NVIDIA H100,text,Phi-3-mini-4k,max_tokens=512,2,1669.81,171.69,173.73,9.74
NVIDIA H100,text,Phi-3-mini-4k,max_tokens=512,3,1678.82,170.04,173.0,9.92
NVIDIA H100,text,Phi-3-mini-4k,max_tokens=512,4,1693.04,170.57,175.01,9.94
NVIDIA H100,text,Phi-3-mini-4k,max_tokens=512,5,1678.55,169.97,174.1,9.89
NVIDIA H100,text,Phi-3-mini-4k,max_tokens=512,6,1680.3,170.19,174.44,9.89
NVIDIA H100,text,Phi-3-mini-4k,max_tokens=512,7,1677.79,169.89,173.79,9.89
NVIDIA H100,text,Phi-3-mini-4k,max_tokens=512,8,1679.51,170.07,173.75,9.91
NVIDIA H100,text,Phi-3-mini-4k,max_tokens=512,9,1672.35,170.22,172.81,9.86
NVIDIA H100,text,Phi-3-mini-4k,max_tokens=512,10,1654.94,171.09,173.78,9.71
NVIDIA H100,text,Phi-3-mini-4k,max_tokens=512,11,1669.36,170.71,173.47,9.81
NVIDIA H100,text,Phi-3-mini-4k,max_tokens=512,12,1668.31,170.65,173.59,9.82
NVIDIA H100,text,Phi-3-mini-4k,max_tokens=512,13,1674.54,170.4,173.82,9.87
NVIDIA H100,text,Phi-3-mini-4k,max_tokens=512,14,1680.68,170.17,173.82,9.92
NVIDIA H100,text,Phi-3-mini-4k,max_tokens=512,15,1671.37,170.95,173.91,9.78
NVIDIA H100,text,Phi-3-mini-4k,max_tokens=512,16,1675.2,170.46,172.44,9.87
NVIDIA H100,text,Phi-3-mini-4k,max_tokens=512,17,1671.38,170.96,175.19,9.82
NVIDIA H100,text,Phi-3-mini-4k,max_tokens=512,18,1673.76,171.19,173.61,9.83
NVIDIA H100,text,Phi-3-mini-4k,max_tokens=512,19,1670.04,170.85,173.4,9.79
NVIDIA H100,text,Phi-3-mini-4k,max_tokens=512,20,1646.75,171.08,175.34,9.68
NVIDIA H100,text,Phi-3-mini-4k,max_tokens=512,21,1679.95,170.08,174.03,9.91
NVIDIA H100,text,Phi-3-mini-4k,max_tokens=512,22,1678.33,170.78,173.92,9.87
NVIDIA H100,text,Phi-3-mini-4k,max_tokens=512,23,1665.96,171.31,175.95,9.77
NVIDIA H100,text,Phi-3-mini-4k,max_tokens=512,24,1666.86,171.37,176.14,9.77
NVIDIA H100,text,Phi-3-mini-4k,max_tokens=512,25,1652.78,171.74,173.42,9.67
NVIDIA H100,text,Phi-3-mini-4k,max_tokens=512,26,1664.31,171.12,174.31,9.77
NVIDIA H100,text,Phi-3-mini-4k,max_tokens=512,27,1657.43,171.28,174.89,9.69
NVIDIA H100,text,Phi-3-mini-4k,max_tokens=512,28,1664.02,171.14,173.03,9.74
NVIDIA H100,text,Phi-3-mini-4k,max_tokens=512,29,1670.13,170.85,173.62,9.81
NVIDIA H100,text,Phi-3-mini-4k,max_tokens=512,30,1676.09,170.6,173.44,9.87
NVIDIA H100,image,SD-v1-5,128x128_steps=5,1,18.85,125.32,125.89,0.16
NVIDIA H100,image,SD-v1-5,128x128_steps=5,2,17.67,117.45,118.47,0.17
NVIDIA H100,image,SD-v1-5,128x128_steps=5,3,19.16,127.69,132.49,0.17
NVIDIA H100,image,SD-v1-5,128x128_steps=5,4,20.4,135.88,140.55,0.16
NVIDIA H100,image,SD-v1-5,128x128_steps=5,5,21.71,144.69,151.13,0.16
NVIDIA H100,image,SD-v1-5,128x128_steps=5,6,23.37,155.79,162.77,0.16
NVIDIA H100,image,SD-v1-5,128x128_steps=5,7,24.76,164.68,167.12,0.17
NVIDIA H100,image,SD-v1-5,128x128_steps=5,8,25.08,166.69,167.12,0.17
NVIDIA H100,image,SD-v1-5,128x128_steps=5,9,16.77,167.17,167.8,0.15
NVIDIA H100,image,SD-v1-5,128x128_steps=5,10,25.84,171.87,173.15,0.15
NVIDIA H100,image,SD-v1-5,128x128_steps=5,11,26.01,173.01,173.54,0.17
NVIDIA H100,image,SD-v1-5,128x128_steps=5,12,25.75,171.34,171.36,0.16
NVIDIA H100,image,SD-v1-5,128x128_steps=5,13,25.59,169.92,170.06,0.16
NVIDIA H100,image,SD-v1-5,128x128_steps=5,14,25.38,168.72,170.5,0.16
NVIDIA H100,image,SD-v1-5,128x128_steps=5,15,24.72,164.44,165.92,0.16
NVIDIA H100,image,SD-v1-5,128x128_steps=5,16,24.15,160.62,160.96,0.17
NVIDIA H100,image,SD-v1-5,128x128_steps=5,17,24.27,161.41,161.68,0.17
NVIDIA H100,image,SD-v1-5,128x128_steps=5,18,24.34,161.98,162.26,0.16
NVIDIA H100,image,SD-v1-5,128x128_steps=5,19,24.84,165.07,165.34,0.16
NVIDIA H100,image,SD-v1-5,128x128_steps=5,20,24.89,165.53,165.73,0.16
NVIDIA H100,image,SD-v1-5,128x128_steps=5,21,24.83,164.98,165.67,0.16
NVIDIA H100,image,SD-v1-5,128x128_steps=5,22,24.47,162.75,163.67,0.16
NVIDIA H100,image,SD-v1-5,128x128_steps=5,23,24.28,161.56,161.59,0.16
NVIDIA H100,image,SD-v1-5,128x128_steps=5,24,24.2,161.04,161.46,0.16
NVIDIA H100,image,SD-v1-5,128x128_steps=5,25,24.31,161.77,162.77,0.16
NVIDIA H100,image,SD-v1-5,128x128_steps=5,26,24.51,163.09,163.51,0.17
NVIDIA H100,image,SD-v1-5,128x128_steps=5,27,24.58,163.46,163.69,0.16
NVIDIA H100,image,SD-v1-5,128x128_steps=5,28,24.52,163.0,163.69,0.16
NVIDIA H100,image,SD-v1-5,128x128_steps=5,29,24.23,161.23,162.37,0.16
NVIDIA H100,image,SD-v1-5,128x128_steps=5,30,24.0,159.45,160.29,0.15
NVIDIA H100,image,SD-v1-5,128x128_steps=10,1,40.84,162.95,164.38,0.26
NVIDIA H100,image,SD-v1-5,128x128_steps=10,2,41.41,165.36,167.55,0.27
NVIDIA H100,image,SD-v1-5,128x128_steps=10,3,42.03,167.83,169.52,0.27
NVIDIA H100,image,SD-v1-5,128x128_steps=10,4,42.05,168.15,169.77,0.26
NVIDIA H100,image,SD-v1-5,128x128_steps=10,5,42.82,170.89,172.26,0.27
NVIDIA H100,image,SD-v1-5,128x128_steps=10,6,43.34,173.27,177.8,0.26
NVIDIA H100,image,SD-v1-5,128x128_steps=10,7,35.33,176.48,177.8,0.25
NVIDIA H100,image,SD-v1-5,128x128_steps=10,8,35.39,176.84,177.9,0.25
NVIDIA H100,image,SD-v1-5,128x128_steps=10,9,44.31,176.81,177.91,0.26
NVIDIA H100,image,SD-v1-5,128x128_steps=10,10,43.23,172.54,176.09,0.26
NVIDIA H100,image,SD-v1-5,128x128_steps=10,11,41.75,166.67,169.16,0.26
NVIDIA H100,image,SD-v1-5,128x128_steps=10,12,40.73,162.65,163.6,0.26
NVIDIA H100,image,SD-v1-5,128x128_steps=10,13,41.43,165.29,168.34,0.25
NVIDIA H100,image,SD-v1-5,128x128_steps=10,14,42.91,171.47,176.12,0.26
NVIDIA H100,image,SD-v1-5,128x128_steps=10,15,44.97,179.5,183.03,0.26
NVIDIA H100,image,SD-v1-5,128x128_steps=10,16,36.35,181.41,182.42,0.25
NVIDIA H100,image,SD-v1-5,128x128_steps=10,17,45.24,181.02,184.92,0.26
NVIDIA H100,image,SD-v1-5,128x128_steps=10,18,45.08,180.5,184.92,0.26
NVIDIA H100,image,SD-v1-5,128x128_steps=10,19,43.89,175.73,182.05,0.26
NVIDIA H100,image,SD-v1-5,128x128_steps=10,20,43.15,172.27,175.59,0.26
NVIDIA H100,image,SD-v1-5,128x128_steps=10,21,41.62,166.25,170.39,0.26
NVIDIA H100,image,SD-v1-5,128x128_steps=10,22,40.72,162.92,166.76,0.27
NVIDIA H100,image,SD-v1-5,128x128_steps=10,23,41.8,167.06,169.75,0.26
NVIDIA H100,image,SD-v1-5,128x128_steps=10,24,42.59,170.28,174.04,0.26
NVIDIA H100,image,SD-v1-5,128x128_steps=10,25,43.86,175.44,180.72,0.26
NVIDIA H100,image,SD-v1-5,128x128_steps=10,26,44.39,177.41,180.72,0.26
NVIDIA H100,image,SD-v1-5,128x128_steps=10,27,43.72,174.52,177.34,0.27
NVIDIA H100,image,SD-v1-5,128x128_steps=10,28,42.74,170.71,173.44,0.27
NVIDIA H100,image,SD-v1-5,128x128_steps=10,29,41.88,167.1,167.53,0.26
NVIDIA H100,image,SD-v1-5,128x128_steps=10,30,41.94,167.64,170.7,0.26
NVIDIA H100,image,SD-v1-5,128x128_steps=15,1,60.68,173.16,177.13,0.36
NVIDIA H100,image,SD-v1-5,128x128_steps=15,2,61.84,176.27,177.48,0.37
NVIDIA H100,image,SD-v1-5,128x128_steps=15,3,61.82,176.25,180.1,0.36
NVIDIA H100,image,SD-v1-5,128x128_steps=15,4,62.52,178.27,180.41,0.37
NVIDIA H100,image,SD-v1-5,128x128_steps=15,5,62.34,177.71,179.98,0.36
NVIDIA H100,image,SD-v1-5,128x128_steps=15,6,60.15,171.84,175.9,0.37
NVIDIA H100,image,SD-v1-5,128x128_steps=15,7,60.21,171.88,173.83,0.36
NVIDIA H100,image,SD-v1-5,128x128_steps=15,8,61.26,174.76,177.18,0.35
NVIDIA H100,image,SD-v1-5,128x128_steps=15,9,61.92,176.79,180.28,0.36
NVIDIA H100,image,SD-v1-5,128x128_steps=15,10,63.03,179.93,183.09,0.36
NVIDIA H100,image,SD-v1-5,128x128_steps=15,11,64.66,184.65,187.95,0.36
NVIDIA H100,image,SD-v1-5,128x128_steps=15,12,64.16,183.15,186.71,0.37
NVIDIA H100,image,SD-v1-5,128x128_steps=15,13,62.89,179.55,183.58,0.37
NVIDIA H100,image,SD-v1-5,128x128_steps=15,14,61.77,176.28,180.49,0.37
NVIDIA H100,image,SD-v1-5,128x128_steps=15,15,61.2,174.76,177.77,0.37
NVIDIA H100,image,SD-v1-5,128x128_steps=15,16,61.74,176.07,179.25,0.37
NVIDIA H100,image,SD-v1-5,128x128_steps=15,17,62.2,177.62,181.36,0.37
NVIDIA H100,image,SD-v1-5,128x128_steps=15,18,63.18,180.3,184.12,0.36
NVIDIA H100,image,SD-v1-5,128x128_steps=15,19,63.27,180.53,182.78,0.37
NVIDIA H100,image,SD-v1-5,128x128_steps=15,20,61.63,175.95,179.83,0.38
NVIDIA H100,image,SD-v1-5,128x128_steps=15,21,61.32,174.73,176.67,0.38
NVIDIA H100,image,SD-v1-5,128x128_steps=15,22,61.09,174.19,176.67,0.37
NVIDIA H100,image,SD-v1-5,128x128_steps=15,23,60.97,173.86,175.38,0.37
NVIDIA H100,image,SD-v1-5,128x128_steps=15,24,61.19,174.4,175.38,0.37
NVIDIA H100,image,SD-v1-5,128x128_steps=15,25,61.46,175.11,176.77,0.38
NVIDIA H100,image,SD-v1-5,128x128_steps=15,26,61.52,175.7,179.71,0.37
NVIDIA H100,image,SD-v1-5,128x128_steps=15,27,62.83,179.3,181.36,0.38
NVIDIA H100,image,SD-v1-5,128x128_steps=15,28,63.07,179.89,181.48,0.38
NVIDIA H100,image,SD-v1-5,128x128_steps=15,29,62.52,178.45,181.48,0.38
NVIDIA H100,image,SD-v1-5,128x128_steps=15,30,62.77,179.05,180.31,0.38
NVIDIA H100,image,SD-v1-5,128x128_steps=20,1,79.07,175.32,176.91,0.47
NVIDIA H100,image,SD-v1-5,128x128_steps=20,2,78.17,173.48,175.52,0.48
NVIDIA H100,image,SD-v1-5,128x128_steps=20,3,80.12,177.72,182.55,0.47
NVIDIA H100,image,SD-v1-5,128x128_steps=20,4,85.13,188.4,192.26,0.45
NVIDIA H100,image,SD-v1-5,128x128_steps=20,5,85.5,189.45,192.11,0.48
NVIDIA H100,image,SD-v1-5,128x128_steps=20,6,73.06,182.19,186.73,0.45
NVIDIA H100,image,SD-v1-5,128x128_steps=20,7,81.41,180.18,183.31,0.46
NVIDIA H100,image,SD-v1-5,128x128_steps=20,8,72.43,180.65,184.88,0.45
NVIDIA H100,image,SD-v1-5,128x128_steps=20,9,84.26,186.71,187.71,0.46
NVIDIA H100,image,SD-v1-5,128x128_steps=20,10,75.92,189.17,190.36,0.44
NVIDIA H100,image,SD-v1-5,128x128_steps=20,11,75.03,187.3,189.76,0.45
NVIDIA H100,image,SD-v1-5,128x128_steps=20,12,76.79,191.63,193.14,0.44
NVIDIA H100,image,SD-v1-5,128x128_steps=20,13,86.18,190.94,192.09,0.46
NVIDIA H100,image,SD-v1-5,128x128_steps=20,14,81.65,181.05,187.39,0.46
NVIDIA H100,image,SD-v1-5,128x128_steps=20,15,76.85,170.75,175.54,0.46
NVIDIA H100,image,SD-v1-5,128x128_steps=20,16,78.88,174.94,178.36,0.46
NVIDIA H100,image,SD-v1-5,128x128_steps=20,17,82.2,182.02,184.83,0.46
NVIDIA H100,image,SD-v1-5,128x128_steps=20,18,82.55,183.05,183.87,0.47
NVIDIA H100,image,SD-v1-5,128x128_steps=20,19,81.8,181.25,186.66,0.46
NVIDIA H100,image,SD-v1-5,128x128_steps=20,20,70.13,174.88,177.37,0.45
NVIDIA H100,image,SD-v1-5,128x128_steps=20,21,76.76,170.23,172.12,0.47
NVIDIA H100,image,SD-v1-5,128x128_steps=20,22,78.01,173.0,177.89,0.47
NVIDIA H100,image,SD-v1-5,128x128_steps=20,23,80.52,178.31,179.64,0.48
NVIDIA H100,image,SD-v1-5,128x128_steps=20,24,81.35,180.28,181.98,0.48
NVIDIA H100,image,SD-v1-5,128x128_steps=20,25,72.94,181.83,184.54,0.45
NVIDIA H100,image,SD-v1-5,128x128_steps=20,26,74.18,185.14,189.07,0.45
NVIDIA H100,image,SD-v1-5,128x128_steps=20,27,75.95,189.39,190.72,0.45
NVIDIA H100,image,SD-v1-5,128x128_steps=20,28,78.19,195.15,199.33,0.45
NVIDIA H100,image,SD-v1-5,128x128_steps=20,29,89.28,197.8,199.28,0.46
NVIDIA H100,image,SD-v1-5,128x128_steps=20,30,84.21,186.9,194.8,0.48
NVIDIA H100,image,SD-v1-5,128x128_steps=30,1,121.1,185.83,188.41,0.67
NVIDIA H100,image,SD-v1-5,128x128_steps=30,2,119.89,184.18,187.03,0.67
NVIDIA H100,image,SD-v1-5,128x128_steps=30,3,120.55,184.91,186.28,0.68
NVIDIA H100,image,SD-v1-5,128x128_steps=30,4,117.11,179.75,181.68,0.68
NVIDIA H100,image,SD-v1-5,128x128_steps=30,5,119.48,183.37,187.81,0.67
NVIDIA H100,image,SD-v1-5,128x128_steps=30,6,118.59,181.87,183.85,0.68
NVIDIA H100,image,SD-v1-5,128x128_steps=30,7,114.95,176.46,180.02,0.7
NVIDIA H100,image,SD-v1-5,128x128_steps=30,8,114.96,176.62,180.19,0.66
NVIDIA H100,image,SD-v1-5,128x128_steps=30,9,117.69,180.65,184.96,0.69
NVIDIA H100,image,SD-v1-5,128x128_steps=30,10,128.97,183.87,186.16,0.71
NVIDIA H100,image,SD-v1-5,128x128_steps=30,11,122.81,175.21,182.73,0.73
NVIDIA H100,image,SD-v1-5,128x128_steps=30,12,113.42,174.13,176.7,0.66
NVIDIA H100,image,SD-v1-5,128x128_steps=30,13,116.21,178.47,182.83,0.66
NVIDIA H100,image,SD-v1-5,128x128_steps=30,14,121.91,187.27,194.61,0.66
NVIDIA H100,image,SD-v1-5,128x128_steps=30,15,127.25,195.24,198.95,0.66
NVIDIA H100,image,SD-v1-5,128x128_steps=30,16,120.12,184.46,194.17,0.65
NVIDIA H100,image,SD-v1-5,128x128_steps=30,17,111.85,172.06,177.99,0.66
NVIDIA H100,image,SD-v1-5,128x128_steps=30,18,116.86,179.39,186.73,0.67
NVIDIA H100,image,SD-v1-5,128x128_steps=30,19,120.02,184.16,186.71,0.67
NVIDIA H100,image,SD-v1-5,128x128_steps=30,20,114.63,176.03,180.8,0.68
NVIDIA H100,image,SD-v1-5,128x128_steps=30,21,112.81,173.29,177.69,0.67
NVIDIA H100,image,SD-v1-5,128x128_steps=30,22,116.04,178.22,183.6,0.68
NVIDIA H100,image,SD-v1-5,128x128_steps=30,23,119.02,182.71,185.37,0.68
NVIDIA H100,image,SD-v1-5,128x128_steps=30,24,120.22,184.46,187.05,0.67
NVIDIA H100,image,SD-v1-5,128x128_steps=30,25,117.63,180.61,184.29,0.69
NVIDIA H100,image,SD-v1-5,128x128_steps=30,26,129.16,184.04,188.1,0.71
NVIDIA H100,image,SD-v1-5,128x128_steps=30,27,118.58,182.15,184.81,0.68
NVIDIA H100,image,SD-v1-5,128x128_steps=30,28,118.25,181.73,184.59,0.67
NVIDIA H100,image,SD-v1-5,128x128_steps=30,29,117.73,181.08,187.12,0.67
NVIDIA H100,image,SD-v1-5,128x128_steps=30,30,120.82,185.41,187.23,0.67
NVIDIA H100,image,SD-v1-5,128x128_steps=50,1,201.38,191.17,194.72,1.09
NVIDIA H100,image,SD-v1-5,128x128_steps=50,2,197.91,179.63,184.47,1.11
NVIDIA H100,image,SD-v1-5,128x128_steps=50,3,199.39,180.9,183.42,1.11
NVIDIA H100,image,SD-v1-5,128x128_steps=50,4,191.66,182.12,185.37,1.09
NVIDIA H100,image,SD-v1-5,128x128_steps=50,5,191.28,181.76,185.37,1.1
NVIDIA H100,image,SD-v1-5,128x128_steps=50,6,198.46,180.03,183.86,1.11
NVIDIA H100,image,SD-v1-5,128x128_steps=50,7,195.97,177.81,182.89,1.11
NVIDIA H100,image,SD-v1-5,128x128_steps=50,8,196.16,186.34,189.8,1.07
NVIDIA H100,image,SD-v1-5,128x128_steps=50,9,188.62,179.39,189.12,1.08
NVIDIA H100,image,SD-v1-5,128x128_steps=50,10,187.18,178.1,187.74,1.07
NVIDIA H100,image,SD-v1-5,128x128_steps=50,11,197.05,187.23,192.7,1.07
NVIDIA H100,image,SD-v1-5,128x128_steps=50,12,193.63,184.01,186.65,1.09
NVIDIA H100,image,SD-v1-5,128x128_steps=50,13,202.24,183.38,186.56,1.11
NVIDIA H100,image,SD-v1-5,128x128_steps=50,14,189.23,179.96,185.54,1.09
NVIDIA H100,image,SD-v1-5,128x128_steps=50,15,201.75,182.95,185.54,1.11
NVIDIA H100,image,SD-v1-5,128x128_steps=50,16,203.13,184.33,186.16,1.12
NVIDIA H100,image,SD-v1-5,128x128_steps=50,17,203.58,184.57,187.65,1.11
NVIDIA H100,image,SD-v1-5,128x128_steps=50,18,192.06,182.71,190.16,1.09
NVIDIA H100,image,SD-v1-5,128x128_steps=50,19,194.61,185.07,190.16,1.1
NVIDIA H100,image,SD-v1-5,128x128_steps=50,20,193.89,184.25,187.77,1.09
